SEASON,TEAM,FTM,FTA,PF,PFD,"%PTS
FT",PACE,PFD/POSS,FTA/POSS,FTA/PFD
2011-12,Milwaukee Bucks,16.6,21.4,19.3,19.4,16.8,94.68,20.4901,22.60245036,1.103092784
2011-12,Minnesota Timberwolves,19.4,25.2,18.4,21.7,19.8,94.44,22.9776,26.68360864,1.161290323
2011-12,New Jersey Nets,16.9,21.7,19.2,19.3,18.1,91.27,21.1461,23.77561083,1.124352332
2011-12,New Orleans Hornets,16,21.2,20.1,18.7,17.9,89.28,20.9453,23.74551971,1.13368984
2011-12,New York Knicks,18.3,24.8,21.1,21.8,18.8,93.94,23.2063,26.39982968,1.137614679
2011-12,Oklahoma City Thunder,21.3,26.4,20.5,20,20.7,94.12,21.2495,28.04929877,1.32
2011-12,Orlando Magic,15.1,22.8,17.7,19.8,16,89.78,22.0539,25.395411,1.151515152
2011-12,Philadelphia 76ers,13.5,18.2,17.5,16.2,14.4,90.69,17.8630,20.06836476,1.12345679
2011-12,Phoenix Suns,16,21.2,18.7,19.6,16.3,93.61,20.9379,22.64715308,1.081632653
2011-12,Portland Trail Blazers,17.2,21.6,19,19.8,17.7,92.26,21.4611,23.41209625,1.090909091
2011-12,Sacramento Kings,17.1,23.2,19.5,19.9,17.3,95.57,20.8224,24.27540023,1.165829146
2011-12,San Antonio Spurs,16.2,21.6,17.3,18.8,15.6,93.7,20.0640,23.05229456,1.14893617
2011-12,Toronto Raptors,16.4,21.4,23.2,18.4,18.1,90.2,20.3991,23.72505543,1.163043478
2011-12,Utah Jazz,19.1,25.3,21.8,20.7,19.1,92.55,22.3663,27.33657482,1.222222222
2011-12,Washington Wizards,15.3,21,21.3,18.7,16.3,93.59,19.9808,22.43829469,1.122994652
2012-13,Atlanta Hawks,14.1,19.7,18,18.8,14.4,93.58,20.0898,21.05150673,1.04787234
2012-13,Boston Celtics,16.3,21,21.2,19.4,16.9,92.52,20.9684,22.69779507,1.082474227
2012-13,Brooklyn Nets,17.5,23.9,18.3,21.4,18,89.92,23.7989,26.57918149,1.11682243
2012-13,Charlotte Bobcats,18.9,25.1,19,21.3,20.2,92.5,23.0270,27.13513514,1.178403756
2012-13,Chicago Bulls,16.4,21.2,19.7,19.6,17.6,90.38,21.6862,23.45651693,1.081632653
2012-13,Cleveland Cavaliers,16.8,22.3,21.2,19.7,17.4,93.26,21.1237,23.91164486,1.131979695
2012-13,Dallas Mavericks,16.1,20.4,20.7,18.9,16,95.15,19.8634,21.43983184,1.079365079
2012-13,Denver Nuggets,18.4,26.2,20.5,21.6,17.3,95.98,22.5047,27.29735362,1.212962963
2012-13,Detroit Pistons,15.9,22.8,19.8,19.9,16.8,91.69,21.7036,24.86639764,1.145728643
2012-13,Golden State Warriors,16.8,21.3,21.4,19.2,16.6,95.66,20.0711,22.26636003,1.109375
2012-13,Houston Rockets,19.2,25.5,20.3,20.4,18.1,96.9,21.0526,26.31578947,1.25
2012-13,Indiana Pacers,17.6,23.6,20,21.9,18.6,90.93,24.0845,25.95403057,1.077625571
2012-13,Los Angeles Clippers,16.4,23,20.9,20.9,16.2,91.84,22.7570,25.04355401,1.100478469
2012-13,Los Angeles Lakers,19.3,27.9,17.9,23.1,18.9,95.08,24.2953,29.34371056,1.207792208
2012-13,Memphis Grizzlies,16.5,21.3,20.2,20,17.6,89.58,22.3264,23.77762894,1.065
2012-13,Miami Heat,17.4,23,18.7,20.4,16.9,91.27,22.3513,25.19995617,1.12745098
2012-13,Milwaukee Bucks,15.3,20.7,19,19.1,15.4,95.67,19.9645,21.63687676,1.083769634
2012-13,Minnesota Timberwolves,18.5,24.9,18.4,22.5,19.3,93.96,23.9464,26.50063857,1.106666667
2012-13,New Orleans Hornets,15.5,20,20.4,18.7,16.5,89.53,20.8869,22.33888082,1.069518717
2012-13,New York Knicks,16,21.1,20.1,19.2,16,90.69,21.1710,23.26607123,1.098958333
2012-13,Oklahoma City Thunder,22.2,26.8,20.2,20.7,21,94.6,21.8816,28.32980973,1.29468599
2012-13,Orlando Magic,12.5,16.6,19.4,16.5,13.3,92.82,17.7763,17.88407671,1.006060606
2012-13,Philadelphia 76ers,12.2,16.8,18.4,16.2,13.1,91.88,17.6317,18.2847192,1.037037037
2012-13,Phoenix Suns,14.7,19.7,20.6,18.4,15.4,94.49,19.4730,20.84876707,1.070652174
2012-13,Portland Trail Blazers,15.9,20.5,18.5,18.7,16.3,92.49,20.2184,22.16455833,1.096256684
2012-13,Sacramento Kings,17.5,22.8,20.9,20,17.5,94.66,21.1282,24.08620325,1.14
2012-13,San Antonio Spurs,16.6,21,17.4,19.1,16.2,95.34,20.0336,22.02643172,1.09947644
2012-13,Toronto Raptors,17.6,22.3,22.4,20.1,18.1,91.3,22.0153,24.42497262,1.109452736
2012-13,Utah Jazz,17.5,23,21.3,20.4,17.9,92.08,22.1546,24.97827976,1.12745098
2012-13,Washington Wizards,15.6,21.3,20.5,19.1,16.7,93.26,20.4804,22.83937379,1.115183246
2013-14,Atlanta Hawks,17,21.7,19.2,20,16.8,95.43,20.9578,22.73918055,1.085
2013-14,Boston Celtics,16.2,20.8,21.3,19.1,16.8,94.28,20.2588,22.06194315,1.089005236
2013-14,Brooklyn Nets,18.4,24.4,21.7,20.8,18.7,92.44,22.5011,26.39549978,1.173076923
2013-14,Charlotte Bobcats,18,24.4,18.2,20.9,18.6,92.96,22.4828,26.24784854,1.167464115
2013-14,Chicago Bulls,18.1,23.3,19.1,20.9,19.3,90.88,22.9974,25.63820423,1.114832536
2013-14,Cleveland Cavaliers,17,22.7,20,19.5,17.4,93.72,20.8067,24.22108408,1.164102564
2013-14,Dallas Mavericks,16.8,21.1,20,19.9,16,94.97,20.9540,22.21754238,1.060301508
2013-14,Denver Nuggets,19.1,26.3,23,21.7,18.3,98.96,21.9281,26.5763945,1.211981567
2013-14,Detroit Pistons,17.3,25.7,20.3,20.7,17.1,95.58,21.6573,26.88847039,1.241545894
2013-14,Golden State Warriors,15.9,21.1,21.8,19.3,15.2,97.39,19.8172,21.66546873,1.093264249
2013-14,Houston Rockets,22.1,31.1,20.4,24.3,20.5,97.3,24.9743,31.96300103,1.279835391
2013-14,Indiana Pacers,18.1,23.3,20.4,21.9,18.7,92.89,23.5763,25.08343202,1.063926941
2013-14,Los Angeles Clippers,21.2,29.1,21.5,23.4,19.7,96.68,24.2036,30.09929665,1.243589744
2013-14,Los Angeles Lakers,17,22.4,19.8,19.3,16.5,99.72,19.3542,22.46289611,1.160621762
2013-14,Memphis Grizzlies,15.1,20.3,19.1,18.9,15.7,90.6,20.8609,22.40618102,1.074074074
2013-14,Miami Heat,17.5,23,19.5,20.4,17.1,91.92,22.1932,25.02175805,1.12745098
2013-14,Milwaukee Bucks,16.8,22.5,20.9,20.6,17.6,92.99,22.1529,24.19615012,1.09223301
2013-14,Minnesota Timberwolves,21.8,28.1,18.3,23.6,20.4,98.35,23.9959,28.57142857,1.190677966
2013-14,New Orleans Pelicans,18.2,23.6,22.6,20.3,18.2,93.09,21.8069,25.35181008,1.162561576
2013-14,New York Knicks,15.5,20.4,22.1,19.6,15.7,91.25,21.4795,22.35616438,1.040816327
2013-14,Oklahoma City Thunder,20.2,25,22.7,20.4,19,96.34,21.1750,25.94976126,1.225490196
2013-14,Orlando Magic,15.9,20.9,20.5,18.3,16.5,94.32,19.4020,22.15860899,1.142076503
2013-14,Philadelphia 76ers,16.6,23.4,22.5,20.6,16.7,99.78,20.6454,23.45159351,1.13592233
2013-14,Phoenix Suns,18.5,24.4,21.9,21.3,17.6,96.83,21.9973,25.19880202,1.145539906
2013-14,Portland Trail Blazers,19.1,23.5,19.2,20.7,17.9,95.92,21.5805,24.49958299,1.1352657
2013-14,Sacramento Kings,20.7,27.3,22.5,23.1,20.6,95.05,24.3030,28.72172541,1.181818182
2013-14,San Antonio Spurs,15.7,20,18.2,19.3,14.9,95.88,20.1293,20.85940759,1.03626943
2013-14,Toronto Raptors,19.6,25.1,23,22.1,19.4,92.52,23.8867,27.12926935,1.135746606
2013-14,Utah Jazz,16.4,22,20.7,20.4,17.3,92.34,22.0923,23.82499459,1.078431373
2013-14,Washington Wizards,15.3,20.9,20.4,19.5,15.2,94.23,20.6940,22.1797729,1.071794872
2014-15,Atlanta Hawks,16.5,21.2,17.8,19.6,16,94.66,20.7057,22.39594338,1.081632653
2014-15,Boston Celtics,15.4,20.5,21.2,18.8,15.2,96.74,19.4335,21.19082076,1.090425532
2014-15,Brooklyn Nets,16.6,22.2,19.3,20,16.9,93.72,21.3402,23.68758003,1.11
2014-15,Charlotte Hornets,17,22.8,18.2,20.8,18.1,93.47,22.2531,24.39285332,1.096153846
2014-15,Chicago Bulls,19.7,25.2,18.2,21.2,19.6,93.81,22.5989,26.8628078,1.188679245
2014-15,Cleveland Cavaliers,17.7,23.6,18.4,20.5,17.2,93.23,21.9886,25.31374021,1.151219512
2014-15,Dallas Mavericks,16.9,22.5,20,22.1,16.1,96.41,22.9229,23.33782803,1.018099548
2014-15,Denver Nuggets,17.8,24.3,23,20.7,17.6,96.89,21.3644,25.07998761,1.173913043
2014-15,Detroit Pistons,15.8,22.4,19,19.3,16,93.7,20.5977,23.90608324,1.160621762
2014-15,Golden State Warriors,16,20.8,19.9,18.8,14.6,99.29,18.9344,20.94873603,1.106382979
2014-15,Houston Rockets,18.6,26,22,21.1,17.9,97.38,21.6677,26.69952762,1.232227488
2014-15,Indiana Pacers,16.7,22.2,21.2,21.4,17.2,93.7,22.8388,23.69263607,1.037383178
2014-15,Los Angeles Clippers,17.9,25.2,21.3,21.5,16.8,95.41,22.5343,26.41232575,1.172093023
2014-15,Los Angeles Lakers,17.5,23.6,21.2,19.4,17.8,95.08,20.4039,24.8212032,1.216494845
2014-15,Memphis Grizzlies,17.6,22.8,19.1,20.3,17.9,92.85,21.8632,24.55573506,1.123152709
2014-15,Miami Heat,17.5,23.7,20,20.9,18.5,91.49,22.8440,25.90447043,1.133971292
2014-15,Milwaukee Bucks,16,21.1,22.1,20.1,16.4,94.85,21.1914,22.24565103,1.049751244
2014-15,Minnesota Timberwolves,20,25.7,19.2,21.4,20.4,95.46,22.4178,26.92227111,1.200934579
2014-15,New Orleans Pelicans,16.4,21.8,18.7,18.7,16.5,92.29,20.2622,23.62119406,1.165775401
2014-15,New York Knicks,14.8,19.2,21.6,19.1,16.1,92.08,20.7428,20.85143354,1.005235602
2014-15,Oklahoma City Thunder,18.6,24.6,22.3,20.4,17.9,96.64,21.1093,25.45529801,1.205882353
2014-15,Orlando Magic,13.9,19.1,20.9,17.9,14.5,94.52,18.9378,20.20736352,1.067039106
2014-15,Philadelphia 76ers,16.1,23.8,21.7,20.2,17.5,96.48,20.9370,24.66832504,1.178217822
2014-15,Phoenix Suns,16.4,21.5,21.3,20.3,16,97.22,20.8805,22.1147912,1.0591133
2014-15,Portland Trail Blazers,15.5,19.4,18.2,18.7,15.1,95.08,19.6676,20.40387042,1.037433155
2014-15,Sacramento Kings,22.3,29.3,20.7,23.9,22,96.19,24.8467,30.46054683,1.225941423
2014-15,San Antonio Spurs,16.7,21.4,19.1,19.7,16.2,94.48,20.8510,22.65029636,1.086294416
2014-15,Toronto Raptors,19.3,24.6,20.9,20.3,18.6,93.5,21.7112,26.31016043,1.21182266
2014-15,Utah Jazz,17,23.5,19.3,19.6,17.8,91.1,21.5148,25.79582876,1.198979592
2014-15,Washington Wizards,15.9,21.4,20.8,19.6,16.2,94.33,20.7781,22.686314,1.091836735
2015-16,Atlanta Hawks,15.6,20,19.1,18.3,15.2,97.69,18.7327,20.47292456,1.092896175
2015-16,Boston Celtics,18.5,23.5,21.9,21,17.5,99.44,21.1183,23.63234111,1.119047619
2015-16,Brooklyn Nets,15.7,20.7,18,18.4,15.9,96.13,19.1407,21.53334027,1.125
2015-16,Charlotte Hornets,18.7,23.7,18.1,20.4,18.1,96.27,21.1904,24.61826114,1.161764706
2015-16,Chicago Bulls,16.5,21,18.8,18.7,16.2,96.63,19.3522,21.73238125,1.122994652
2015-16,Cleveland Cavaliers,16.3,21.7,20.3,20.6,15.6,93.84,21.9523,23.12446718,1.053398058
2015-16,Dallas Mavericks,17.7,22.3,19.5,21.4,17.3,95.38,22.4366,23.38016356,1.042056075
2015-16,Denver Nuggets,18.5,24.1,21,20.9,18.1,96.36,21.6895,25.01037775,1.153110048
2015-16,Detroit Pistons,17.1,25.5,19,21.6,16.7,95.78,22.5517,26.62351222,1.180555556
2015-16,Golden State Warriors,16.7,21.8,20.7,19.8,14.5,100.27,19.7467,21.74129849,1.101010101
2015-16,Houston Rockets,20.4,29.4,21.8,22.5,19.1,98.44,22.8566,29.86590817,1.306666667
2015-16,Indiana Pacers,17.4,22.8,20,20.4,17.1,97.38,20.9489,23.41343192,1.117647059
2015-16,LA Clippers,18.2,26.2,21.3,22.5,17.4,96.83,23.2366,27.05773004,1.164444444
2015-16,Los Angeles Lakers,19.3,24.7,20.3,19.2,19.8,96.55,19.8861,25.58259969,1.286458333
2015-16,Memphis Grizzlies,19.3,24.7,21.7,21.1,19.5,93.97,22.4540,26.28498457,1.170616114
2015-16,Miami Heat,17.1,23,18.3,19.6,17.1,94.16,20.8156,24.42650807,1.173469388
2015-16,Milwaukee Bucks,17,22.7,20.7,19.5,17.1,95.06,20.5134,23.87965495,1.164102564
2015-16,Minnesota Timberwolves,21.4,27,20.7,21.6,20.9,96.22,22.4486,28.06069424,1.25
2015-16,New Orleans Pelicans,17.3,22.2,20.9,19.9,16.8,97.65,20.3789,22.73425499,1.115577889
2015-16,New York Knicks,17.2,21.4,19.7,18.5,17.5,94.15,19.6495,22.72968667,1.156756757
2015-16,Oklahoma City Thunder,19.7,25.2,20.6,20.2,17.9,97.55,20.7073,25.8329062,1.247524752
2015-16,Orlando Magic,15.2,20.1,20.7,18.3,14.9,96.7,18.9245,20.78593588,1.098360656
2015-16,Philadelphia 76ers,15.7,22.6,21.7,19.2,16.1,98.45,19.5023,22.95581513,1.177083333
2015-16,Phoenix Suns,17.5,23.2,22.7,21.6,17.3,99.39,21.7326,23.34238857,1.074074074
2015-16,Portland Trail Blazers,17.4,23,21.7,19.5,16.5,97.09,20.0845,23.68936039,1.179487179
2015-16,Sacramento Kings,18.5,25.5,20.4,22,17.3,100.68,21.8514,25.32777116,1.159090909
2015-16,San Antonio Spurs,16.4,20.4,17.5,19.5,15.8,94.54,20.6262,21.57816797,1.046153846
2015-16,Toronto Raptors,20.8,26.7,19.6,22,20.2,93.36,23.5647,28.59897172,1.213636364
2015-16,Utah Jazz,17.1,23,20.2,19.9,17.5,91.7,21.7012,25.08178844,1.155778894
2015-16,Washington Wizards,16.5,22.5,20.8,20.1,15.8,99.16,20.2703,22.69060105,1.119402985
2016-17,Atlanta Hawks,18.1,24.9,18.2,21.6,17.5,97.79,22.0881,25.46272625,1.152777778
2016-17,Boston Celtics,18.7,23.2,20.6,20.3,17.3,97.21,20.8826,23.86585742,1.142857143
2016-17,Brooklyn Nets,19.4,24.6,21,20.4,18.4,101.76,20.0472,24.1745283,1.205882353
2016-17,Charlotte Hornets,19.4,23.8,16.6,19.9,18.5,95.95,20.7400,24.80458572,1.195979899
2016-17,Chicago Bulls,18,22.5,17.7,18.8,17.5,96.04,19.5752,23.42773844,1.196808511
2016-17,Cleveland Cavaliers,17.5,23.3,18.1,20.6,15.8,96.75,21.2920,24.08268734,1.131067961
2016-17,Dallas Mavericks,14.8,18.5,19.1,19.4,15.1,93.12,20.8333,19.86683849,0.9536082474
2016-17,Denver Nuggets,18.7,24.2,19.1,20.2,16.8,99.2,20.3629,24.39516129,1.198019802
2016-17,Detroit Pistons,13.9,19.3,17.9,17.5,13.7,95.54,18.3169,20.20096295,1.102857143
2016-17,Golden State Warriors,17.8,22.6,19.3,19.4,15.3,100.38,19.3266,22.51444511,1.164948454
2016-17,Houston Rockets,20.3,26.5,19.9,20.4,17.6,100.56,20.2864,26.35242641,1.299019608
2016-17,Indiana Pacers,17.9,22.1,19.5,19.5,17,96.59,20.1884,22.88021534,1.133333333
2016-17,LA Clippers,19.3,26,19.8,22.4,17.8,96.78,23.1453,26.86505476,1.160714286
2016-17,Los Angeles Lakers,17,22.6,20.7,18.5,16.3,99.27,18.6360,22.76619321,1.221621622
2016-17,Memphis Grizzlies,18.3,23.4,22.4,20.8,18.3,92.87,22.3969,25.19651125,1.125
2016-17,Miami Heat,15.2,21.6,20.5,18.7,14.8,95.53,19.5750,22.61069821,1.155080214
2016-17,Milwaukee Bucks,17.2,22.4,20.2,19.3,16.6,95,20.3158,23.57894737,1.160621762
2016-17,Minnesota Timberwolves,19.3,24.2,20.1,20.5,18.3,95.49,21.4682,25.34296785,1.180487805
2016-17,New Orleans Pelicans,16.7,22.3,18.2,19.3,16,98.59,19.5760,22.61892687,1.155440415
2016-17,New York Knicks,16.6,21.1,20.3,18.5,15.9,96.66,19.1393,21.82909166,1.140540541
2016-17,Oklahoma City Thunder,19.2,25.8,20.9,20.7,18,98.21,21.0773,26.27023725,1.246376812
2016-17,Orlando Magic,16,21.4,19.3,18.7,15.8,96.92,19.2943,22.08006603,1.144385027
2016-17,Philadelphia 76ers,17,22,21.9,19.6,16.6,99.09,19.7800,22.20203855,1.12244898
2016-17,Phoenix Suns,20.4,26.3,24.8,22.2,19,100.88,22.0063,26.07057891,1.184684685
2016-17,Portland Trail Blazers,18.5,23.7,21.2,19.8,17.1,97.4,20.3285,24.33264887,1.196969697
2016-17,Sacramento Kings,18.1,23.3,20.3,20.1,17.6,95.45,21.0581,24.41068622,1.15920398
2016-17,San Antonio Spurs,17.6,22,18.3,19.8,16.7,94.89,20.8663,23.18474023,1.111111111
2016-17,Toronto Raptors,19.7,24.7,20.8,20.3,18.4,95.42,21.2744,25.88555858,1.216748768
2016-17,Utah Jazz,17.1,22.9,18.8,20.2,17,92.11,21.9303,24.86157855,1.133663366
2016-17,Washington Wizards,17.3,22.1,21.3,19.8,15.9,97.97,20.2103,22.5579259,1.116161616
2017-18,Atlanta Hawks,15.8,20.2,19.6,20.3,15.3,98.85,20.5362,20.43500253,0.9950738916
2017-18,Boston Celtics,16,20.7,19.7,19.2,15.3,96.82,19.8306,21.37988019,1.078125
2017-18,Brooklyn Nets,17.4,22.6,20.6,19.7,16.3,99.74,19.7514,22.65891317,1.147208122
2017-18,Charlotte Hornets,20.2,27,17.2,22.4,18.7,98.74,22.6858,27.34454122,1.205357143
2017-18,Chicago Bulls,14.6,19.2,19.2,17.4,14.1,98.74,17.6220,19.44500709,1.103448276
2017-18,Cleveland Cavaliers,18.1,23.3,18.6,20.7,16.4,98.79,20.9535,23.58538314,1.125603865
2017-18,Dallas Mavericks,14.2,18.7,19.2,19.6,13.9,96.61,20.2878,19.35617431,0.9540816327
2017-18,Denver Nuggets,17.1,22.3,18.7,20.7,15.6,97.81,21.1635,22.79930477,1.077294686
2017-18,Detroit Pistons,14.7,19.8,18.4,18.4,14.2,96.81,19.0063,20.4524326,1.076086957
2017-18,Golden State Warriors,16.6,20.3,19.6,18.5,14.6,100.43,18.4208,20.21308374,1.097297297
2017-18,Houston Rockets,19.6,25.1,19.5,20.4,17.5,98.1,20.7951,25.5861366,1.230392157
2017-18,Indiana Pacers,14.9,19.2,18.8,18.5,14.2,96.9,19.0918,19.81424149,1.037837838
2017-18,LA Clippers,19,25.5,20,22,17.4,99.62,22.0839,25.59726962,1.159090909
2017-18,Los Angeles Lakers,16.6,23.3,21.2,20.5,15.4,100.97,20.3031,23.07616124,1.136585366
2017-18,Memphis Grizzlies,16.6,21.1,23.2,20.4,16.7,95.78,21.2988,22.02965128,1.034313725
2017-18,Miami Heat,14.7,19.5,20.1,19.4,14.3,96.18,20.1705,20.27448534,1.005154639
2017-18,Milwaukee Bucks,18.3,23.4,21.4,19.9,17.2,97.16,20.4817,24.08398518,1.175879397
2017-18,Minnesota Timberwolves,19.4,24.1,18.2,20.9,17.7,96.84,21.5820,24.88641057,1.153110048
2017-18,New Orleans Pelicans,16.1,20.9,19.1,20.4,14.5,101.6,20.0787,20.57086614,1.024509804
2017-18,New York Knicks,14.9,19,20.5,18.4,14.3,97.71,18.8312,19.44529731,1.032608696
2017-18,Oklahoma City Thunder,17.3,24.2,20.2,21.3,16.1,97.43,21.8618,24.83834548,1.136150235
2017-18,Orlando Magic,15.5,20.5,19.3,19,15,98.63,19.2639,20.78475109,1.078947368
2017-18,Philadelphia 76ers,17.1,22.8,22.1,20.4,15.6,100.9,20.2180,22.59663033,1.117647059
2017-18,Phoenix Suns,17.7,23.9,22,20.9,17,101.27,20.6379,23.60027649,1.14354067
2017-18,Portland Trail Blazers,16.7,20.9,19.5,19.1,15.8,97.2,19.6502,21.50205761,1.094240838
2017-18,Sacramento Kings,12.3,16.7,20,17.3,12.4,95.59,18.0981,17.4704467,0.9653179191
2017-18,San Antonio Spurs,16.1,20.9,17.2,19.7,15.7,95.76,20.5723,21.82539683,1.060913706
2017-18,Toronto Raptors,17.3,21.8,21.7,19.9,15.5,98.11,20.2834,22.21995719,1.095477387
2017-18,Utah Jazz,16.8,21.5,19.6,20.5,16.1,96.72,21.1952,22.22911497,1.048780488
2017-18,Washington Wizards,16.8,21.8,21.3,20,15.8,97.72,20.4666,22.30863692,1.09
2018-19,Atlanta Hawks,17.2,23.4,24.1,23.7,16,106.65,22.2222,21.94092827,0.9873417722
2018-19,Boston Celtics,15.3,19.8,21.2,20.5,14.3,100.39,20.4204,19.72307999,0.9658536585
2018-19,Brooklyn Nets,17.5,24,23.9,21.7,15.9,99.72,21.7609,24.06738869,1.105990783
2018-19,Charlotte Hornets,18.1,22.3,20.6,21.8,15.7,101.17,21.5479,22.04210734,1.02293578
2018-19,Chicago Bulls,16.7,21.4,20.4,19.3,16.1,100.9,19.1278,21.20911794,1.10880829
2018-19,Cleveland Cavaliers,17.2,21.8,22.1,20.4,16.4,97.71,20.8781,22.31092007,1.068627451
2018-19,Dallas Mavericks,19.3,25.8,21.2,24.9,17.5,100.94,24.6681,25.55973846,1.036144578
2018-19,Denver Nuggets,16.4,22,21.3,21.6,14.9,98.76,21.8712,22.27622519,1.018518519
2018-19,Detroit Pistons,19.5,26.4,24.1,24,17.5,100.48,23.8854,26.27388535,1.1
2018-19,Golden State Warriors,18,22.1,22.7,20.4,15.5,101.04,20.1900,21.87252573,1.083333333
2018-19,Houston Rockets,17.9,23.9,22.8,20.8,16.7,96.91,21.4632,24.66205758,1.149038462
2018-19,Indiana Pacers,14.1,19.8,19.9,20,13.4,98.23,20.3604,20.15677492,0.99
2018-19,LA Clippers,24.1,29.5,23.6,25.3,20.6,102.73,24.6277,28.71605179,1.166007905
2018-19,Los Angeles Lakers,16.4,22.8,21.1,21.4,14.3,104.19,20.5394,21.88309819,1.065420561
2018-19,Memphis Grizzlies,17.9,23.9,22.8,22.7,17.4,96.34,23.5624,24.80797177,1.052863436
2018-19,Miami Heat,18.5,26.1,23.5,23.8,17,102.18,23.2922,25.54315913,1.096638655
2018-19,Milwaukee Bucks,17,22.3,20.8,20.6,14,104.13,19.7830,21.41553827,1.082524272
2018-19,Minnesota Timberwolves,19.2,23.4,20.1,21.9,17.6,101.81,21.5107,22.98398978,1.068493151
2018-19,New Orleans Pelicans,20.2,26.7,22.8,23.2,17,104.81,22.1353,25.47466845,1.150862069
2018-19,New York Knicks,19,24.3,23.1,21.8,17.5,100.64,21.6614,24.145469,1.114678899
2018-19,Oklahoma City Thunder,17.7,25.2,22.6,23.9,16,102.87,23.2332,24.49693788,1.054393305
2018-19,Orlando Magic,14.1,18.1,20.3,19.9,13.3,100.1,19.8801,18.08191808,0.9095477387
2018-19,Philadelphia 76ers,23,29.5,23.7,24.9,20.1,102.98,24.1795,28.64633909,1.184738956
2018-19,Phoenix Suns,15.7,20.1,24.4,20.1,15,100.82,19.9365,19.93652053,1
2018-19,Portland Trail Blazers,19.1,23,20.6,20.8,17,101.22,20.5493,22.72278206,1.105769231
2018-19,Sacramento Kings,16,23.2,23.1,22.5,14,106.18,21.1904,21.84968921,1.031111111
2018-19,San Antonio Spurs,19,23.5,18.9,22.4,17.3,98.97,22.6331,23.74456906,1.049107143
2018-19,Toronto Raptors,16.8,21.2,22.3,20.7,14.4,102.02,20.2901,20.78023917,1.024154589
2018-19,Utah Jazz,20.1,28.2,22.7,24.6,18.9,100.64,24.4436,28.02066773,1.146341463
2018-19,Washington Wizards,20.9,27.6,22.5,23.9,18.7,103.55,23.0806,26.65379044,1.154811715
